Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Exports of goods and services (current US$),NE.EXP.GNFS.CD,European Union,EUU,1654374347281.63,2597184468454.9,6556752518922.99,6877452875595.47,7146600245406.56,6376697545128.35,6478343214145.8,7129740219210.36,7847653285111.59,7730546787220.92,7125780825655.7,8651890652076.96
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Fragile and conflict affected situations,FCS,106804732059.965,192477199398.424,616443706837.701,531614509732.769,485721882954.109,320173952806.387,269622760362.517,343582509127.105,441539727849.91,434158390058.819,323594559664.67,432265101636.51
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Heavily indebted poor countries (HIPC),HPC,25030928823.703,36376197191.7989,165257171643.66,170851072122.613,170765711102.105,144956101399.656,139914326111.078,164089005124.796,181446293534.876,184274909815.966,159618732761.96,208367953103.779
Exports of goods and services (current US$),NE.EXP.GNFS.CD,High income,HIC,3615221815260.43,6402523304637.65,15841629906621.9,16299061754873.2,16674837453432.4,14941538256271.2,14818007977660.4,16169381044329.4,17607597779212.9,17281102228654.8,15554208623905.1,18881769723021.2
Exports of goods and services (current US$),NE.EXP.GNFS.CD,IBRD only,IBD,663885744560.148,1533117805218.26,7063476770340.27,7262646202057.77,7266776952866.85,6407259443256.65,6172555891025.33,6975244030380.77,7742149387206.92,7635364540662.89,7076166473985.42,9235035533557.42
Exports of goods and services (current US$),NE.EXP.GNFS.CD,IDA & IBRD total,IBT,728110871992.581,1665712620069.11,7509831965984.45,7670282303617.61,7696857921704.53,6757095546727.46,6497690762327.84,7348152117046.5,8168701883153.72,8073190794399.97,7440395062939.6,9681554196558.39
Exports of goods and services (current US$),NE.EXP.GNFS.CD,IDA blend,IDB,31513651323.8962,54490025934.4628,242171307989.654,188782244969.993,201288522038.171,132949908821.534,112323695591.704,130818823100.036,164276001061.052,162288792305.725,116562823876.062,144824280731.859
Exports of goods and services (current US$),NE.EXP.GNFS.CD,IDA only,IDX,..,82810420947.2902,211114620189.527,222022776910.528,233167986535.064,217749290225.108,212640538289.754,242235483236.981,263499873499.262,277403648533.814,246790243186.457,298286343492.197
Exports of goods and services (current US$),NE.EXP.GNFS.CD,IDA total,IDA,66912604527.9046,137092206277.473,451440361276.21,409819159583.93,433345386824.136,351396837125.371,326164103723.329,374384510787.829,428871899682.416,441023461708.151,364700952382.594,444798534071.906
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Late-demographic dividend,LTE,428475616166.833,1082199517183.5,5643208069716.97,5917102498047.53,6030763811741.54,5454378196469.32,5219592619669.13,5853531160837.02,6516601462353.69,6480921059412.12,6219875438900.06,7946018901828.13
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Latin America & Caribbean,LCN,200033454627.559,477304855809.432,1359377504706.69,1354666432632.05,1327961275302.85,1173968156628.89,1165831989774.38,1282808096961.08,1371311643159.16,1366025231725.92,1189093548286.72,1506972492835.31
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Latin America & Caribbean (excluding high income),LAC,136774741500.773,351012303179.163,1036290432684.78,1037975762471.09,1027916163580.29,924535922686.052,914259664661.221,1014096552983.27,1100583818309.21,1098481195115.93,944918635858.884,1211383989274.45
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,165945447747.147,422421380448.851,1267633989290.26,1259344064100.89,1233042615145.39,1075606154265.97,1066954152296.34,1184248675438.84,1283539134195.69,1276136112449.55,1109509592426.61,1428183853042.56
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Least developed countries: UN classification,LDC,..,41174866148.0149,223128531719.3,234921603564.733,238115001918.251,186623293354.242,168857557427.002,197603662443.854,228257607260.723,233922154937.154,213865734320.165,256679569601.818
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Low & middle income,LMY,669516733311.07,1535770980697.68,6980585624994.96,7119307500004.47,7140231112875.83,6290136713483.98,6013869363154.3,6796327331727.73,7550532782940.17,7453331349436.81,6845454218929.15,8924337588394.69
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Low income,LIC,..,55296456124.5398,94976195652.2364,95237689397.9508,95322371024.5981,80428660183.4,68865831960.2356,86046103043.7094,93542556652.2711,89335174743.5297,90077969788.2142,114476764516.579
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Lower middle income,LMC,192199202183.161,391349987951.897,1764380683965.17,1731605169094.97,1718398144717.63,1463137352713.21,1477269014870.05,1692163488688.57,1864530257382.61,1851272513199.84,1639864139784.97,2115732458292.57
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Middle East & North Africa,MEA,..,412775775386.23,1769027106267.03,1737343020756.49,1636210281929.91,1228733261062.36,1160163308341.27,1323050927447.99,1517365987305.96,1448183311452.21,1114898706224.07,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Middle East & North Africa (excluding high income),MNA,93771495970.8744,170622326783.603,527092160050.25,480628290939.778,422032216187.786,318967004004.596,304301765270.628,362543634406.523,416471196125.279,379608017049.546,268787572268.468,376950239571.863
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Middle East & North Africa (IDA & IBRD countries),TMN,93311290761.6581,169728373001.955,525224047718.734,478517190939.778,419818616187.786,316722704004.596,302094665270.628,360007634406.523,413873196125.28,376948717049.546,266359363456.05,373727922942.557
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Middle income,MIC,650702637173.987,1487350944127.53,6889140105746.78,7027457420702.86,7048282571790.18,6212244735475.83,5946430919138.36,6712909389985.02,7459656314709.34,7366259989587.28,6758815411769.12,8813787521683.21
Exports of goods and services (current US$),NE.EXP.GNFS.CD,North America,NAC,702349597449.244,1427432125792.13,2775886329782.69,2850426980443,2953772656253.85,2767723780357.73,2716871379980.24,2910493528219.71,3098748282843.12,3098142594082.7,2635015381942.47,3154319107735.12
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,OECD members,OED,3305464108843.8,5783869916727.72,13532589417514.7,13912589661862.9,14318506405977,12960722614658.2,12909422043897.2,14063922700399.5,15300290188270.2,15085115949486.3,13583960071073,16408110388907.6
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Other small states,OSS,..,61568117098.8719,307075826714.343,314495192533.181,309769151234.875,231259991446.866,209994070693.427,239226928917.685,272947213684.925,259946621659.852,214902791276.254,300763216577.563
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Pacific island small states,PSS,1191635382.13446,1544720492.4417,4007535708.00062,4006987407.95089,4132104475.41831,3718431237.59213,3849541323.11439,4121141049.97189,4503669083.26656,4475682073.25332,2434555224.41897,2145267886.26359
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Post-demographic dividend,PST,3352083867569.16,5747196640306.51,13499066827424.6,13874602373900.7,14205035693916.9,12776214988051.7,12689411877184.2,13808572893275.4,14981456340506.3,14673602984260.8,13123322759351.7,15810060177438.8
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Pre-demographic dividend,PRE,58589780794.7328,105795323355.112,458698737822.185,400002832116.675,402919532496.886,251141712948.223,205078658243.066,259485393427.299,331800379557.338,320321632225.813,232726822267.964,320452388797.61
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Small states,SST,..,79315525660.9802,351333668762.816,359542975978.949,354734925307.56,269120328816.544,245751770101.143,278511045237.278,317289945257.496,303613012071.877,245341743835.413,340049230004.644
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Asia,SAS,33778349210.278,86398009199.8098,527550350641.661,558077800574.89,557176443265.784,503492657706.008,528112887352.018,590336335494.697,638343416966.29,633295084713.603,584921098331.057,778693504373.023
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Asia (IDA & IBRD),TSA,33778349210.278,86398009199.8098,527550350641.661,558077800574.89,557176443265.784,503492657706.008,528112887352.018,590336335494.697,638343416966.29,633295084713.603,584921098331.057,778693504373.023
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sub-Saharan Africa,SSF,83015447547.1738,124245168071.662,539127893420.254,481198469668.855,484737931955.293,345636858736.34,306922618107.259,362594155292.174,424177518913.745,409380490062.392,328547564874.374,444266478266.108
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sub-Saharan Africa (excluding high income),SSA,82992776108.4557,123769661491.682,538074260566.177,479989041547.89,483360361892.974,344341301931.194,305578037251.045,361013960633.364,422618216259.468,407632169068.339,327727394070.232,443221505193.315
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,83015447547.1738,124245168071.661,539127893420.254,481198469668.854,484737931955.293,345636858736.34,306922618107.259,362594155292.174,424177518913.745,409380490062.392,328547564874.374,444266478266.108
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Upper middle income,UMC,460130680694.155,1096868213304.28,5128681733193.46,5298517424926.35,5332232199999.31,4750363297722.66,4470944618167.77,5023031215795.08,5597499276960.16,5517419883090.55,5120980834774.22,6700591389238.59
Exports of goods and services (current US$),NE.EXP.GNFS.CD,World,WLD,4312108642734.73,7980541548206.7,22922491695656.9,23510953770440.7,23896753719135.5,21280803500656.8,20880398983139,23018717503300.7,25215911289175.5,24791122916237.2,22450581117963.4,27876839181500.9
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,,
